"","plot","year","Pndjfm","VPDaso","VPDmjj","logP","vpdtot","stdP","stdVPD","fdsi"
"114","SS452",2009,31.1683397674561,43.6184,9.0442,3.43940282856395,26.3313,0.0681115771120334,1.60647620973289,-0.869657583521125
"115","SS452",2010,27.2288006782532,39.6086,7.4345,3.3042752615825,23.52155,-0.452138681002419,-0.050993068004432,-0.170384901558583
"116","SS452",2011,43.8073803100586,41.773,8.5067,3.77980230341748,25.13985,1.3786725426542,0.903640807665042,0.100577066475424
"117","SS452",2012,22.5628200411797,39.8721,10.7921,3.11630342064312,25.3321,-1.17584296245662,1.01704892890181,-1.08691830366593
"118","SS452",2013,26.7081005086899,39.8127,8.7268,3.28496690923139,24.26975,-0.526477141457447,0.390369513578653,-0.450256869845322
"119","SS452",2014,31.2191394767761,32.7223,11.5294,3.44103135150357,22.12585,0.0743815004045862,-0.874315381711337,0.522344473936367
"120","SS452120",1896,28.9636200532913,39.3503,8.7244,3.36604056154561,24.03735,-0.214338105101191,0.253276939454206,-0.23614385233888
"121","SS452120",1897,42.1208197383881,37.5673,5.6328,3.74054214905142,21.60005,1.22751829708593,-1.18448438117189,1.20341930417407
"122","SS452120",1898,25.557479970932,40.4837,8.7678,3.24093003196221,24.62575,-0.696022092777306,0.600373628846731,-0.642458952976184
"123","SS452120",1899,39.3471399612427,42.4907,7.4137,3.67242329016966,24.9522,0.965256090288694,0.79294622274916,-0.0193372050125048
"124","SS452120",1900,19.5580002422333,35.779,12.1311,2.97338442227546,23.95505,-1.72609075756744,0.20472823527847,-0.874127745085617
"125","SS452120",1901,36.0375195446014,33.2315,7.9276,3.58456060530503,20.57955,0.626978820146413,-1.78647651496705,1.27629752924597
"126","SS452120",1902,29.8500796318054,37.5662,7.2266,3.39618750756723,22.3964,-0.0982703270787824,-0.714718153099599,0.357003221821111
"127","SS452120",1903,36.1797606201172,40.9365,7.1593,3.58849986358587,24.0479,0.642145230547828,0.259500376016227,0.137223690871957
"128","SS452120",1904,38.6765797529221,42.2014,9.8123,3.65523424250073,26.00685,0.89907709597786,1.41508341423085,-0.396852789739015
"129","SS452120",1905,24.102060087204,37.7498,10.0095,3.18229731764018,23.87965,-0.921762002415266,0.160249835584052,-0.495315188989786
"130","SS452120",1906,44.5211206588745,40.1609,8.291,3.79596369812276,24.22595,1.44089500365702,0.364531928610274,0.429855921587336
"131","SS452120",1907,53.3120603294373,37.9021,8.4071,3.97616257817334,23.1546,2.13467286077718,-0.267456579514603,1.08903174327014
"132","SS452120",1908,33.9470999031067,35.3215,8.599,3.52480342776708,21.96025,0.396909651191594,-0.972002689263005,0.718961752511584
"133","SS452120",1909,34.4119202470779,35.3045,7.8123,3.53840302316598,21.5584,0.449269011865202,-1.20905368285985,0.874748427622207
"134","SS452120",1910,36.032439912796,38.697,9.8859,3.58441964139019,24.29145,0.626436099554901,0.403170326222802,0.0498565011193874
"135","SS452120",1911,38.8442200775146,39.1672,8.1731,3.65955929039196,23.67015,0.915728822431844,0.0366659531439866,0.382387748109379
"136","SS452120",1912,28.7146995639801,35.8404,10.0361,3.35740917157582,22.93825,-0.247569539367168,-0.395081271475976,0.112314914704993
"137","SS452120",1913,20.962620174408,33.5993,9.0415,3.04274085996094,21.3204,-1.45906378880153,-1.34944969250537,0.113703760730334
"138","SS452120",1914,40.3275803585052,38.7977,10.8809,3.69703561101565,24.8393,1.06001518762875,0.72634660304757,0.0596525848500111
"139","SS452120",1915,16.6319196414948,40.4142,9.068,2.81132371898408,24.7411,-2.35003540928405,0.66841850158879,-1.4083299409747
"140","SS452120",1916,42.5450004844665,41.2738,7.5976,3.75056235068868,24.4357,1.26609675005888,0.488263285850387,0.283655129949689
"141","SS452120",1917,26.474419883728,35.2976,6.0973,3.27617897939577,20.69745,-0.560311264778107,-1.7169273992645,0.71494238708575
"142","SS452120",1918,30.0202602567673,41.7868,9.4481,3.40187249561368,25.61745,-0.076382739189693,1.18537666567638,-0.697419338022236
"143","SS452120",1919,27.9603202834129,37.8059,7.8236,3.33078637235769,22.81475,-0.350069114208668,-0.467933822699595,0.108012530459959
"144","SS452120",1920,28.0568398885727,38.845,8.8546,3.33423244853796,23.8498,-0.336801488199294,0.142641344458341,-0.22807180770436
"145","SS452120",1921,32.9285598449707,35.6358,10.1485,3.4943403616017,22.89215,0.279624789267929,-0.422275624604793,0.359509257056573
"146","SS452120",1922,41.1810188179016,39.7418,5.8515,3.71797744189344,22.79665,1.14064265072115,-0.478610998223057,0.76990492532222
"147","SS452120",1923,25.7835398159027,40.4804,8.0489,3.24973629669263,24.26465,-0.662117378873504,0.387361027657678,-0.508253822192641
"148","SS452120",1924,22.0649804553986,36.0391,8.8027,3.0939917569472,22.4209,-1.26174437440432,-0.700265622694914,-0.163018776028748
"149","SS452120",1925,29.9135796318054,38.9903,9.2038,3.39831254558125,24.09705,-0.0900887872198696,0.288493921705625,-0.201195662531892
"150","SS452120",1926,21.8694005813599,34.2284,10.576,3.08508842605334,22.4022,-1.29602279959232,-0.711296737738489,-0.171923858687067
"151","SS452120",1927,37.1195608139038,39.0302,8.0862,3.61414407632602,23.5582,0.74087718136462,-0.0293732623174223,0.342434986698189
"152","SS452120",1928,30.4012603778839,37.6207,10.1328,3.41448406735155,23.87675,-0.0278273363327894,0.158539127903497,-0.101025939612386
"153","SS452120",1929,26.360120174408,41.8285,7.8863,3.27185226859235,24.8574,-0.576969393556333,0.73702377857103,-0.666599849164563
"154","SS452120",1930,23.4822994670868,41.1894,9.0361,3.15624692317528,25.11275,-1.022057780302,0.887654539339861,-0.946791965363203
"155","SS452120",1931,19.6189598207474,36.4806,9.4895,2.97649643646001,22.98505,-1.71410929280098,-0.367473988907028,-0.548422655044497
"156","SS452120",1932,40.8330395736694,39.5488,5.4638,3.70949154717658,22.5063,1.10797138300427,-0.649888230998582,0.851444817881083
"157","SS452120",1933,26.5658600387573,38.6812,5.9858,3.27962693426149,22.3335,-0.547036405702866,-0.751822812791629,0.180324756654051
"158","SS452120",1934,23.6296199321747,43.816,13.3771,3.16250100694652,28.59655,-0.997979135441177,2.94274537296609,-2.08704822845513
"159","SS452120",1935,34.6557601356506,42.416,8.5621,3.54546394950108,25.48905,0.476454055083395,1.10963360837182,-0.411755036451527
"160","SS452120",1936,37.9450596027374,41.1768,7.7903,3.63613931362121,24.48355,0.825560330301085,0.516489962579538,0.0740121662879361
"161","SS452120",1937,36.2813604021072,38.6036,5.7539,3.59130412184567,22.17875,0.652941814221113,-0.84310971402122,0.759435838109173
"162","SS452120",1938,37.6199406394959,42.4194,7.1085,3.62753424597413,24.76395,0.792430238755083,0.681897698313158,-0.0331934060031322
"163","SS452120",1939,26.0070603294373,38.1931,7.501,3.25836805229035,22.84705,-0.628884536915277,-0.448880078533419,-0.0253363522640074
"164","SS452120",1940,30.6095401792526,39.3165,8.8014,3.4213117309318,24.05895,-0.00154037047310985,0.266018762178339,-0.149648269828038
